7140-bin,38,"写个程序跑一下。12345678910111213141516171819202122232425262728293031323334353637383940414243444546474849505152#include <iostream>#include <cstdio>#include <windows.h>using namespace std;int main(){    int v1[48];    __int64 v8 = 7523094288207667809LL;    __int64 v9 = 8101815670912281193LL;    __int64 v10 = 8680537053616894577LL;    __int64 v11 = 3833745473465776761LL;    __int64 v12 = 959985462;    __int64 v13 = 24929;    __int64 v2 = 6508264540403273223LL;    __int64 v3 = 5213490578399759196LL;    __int64 v4 = 5409190721146722066LL;    __int64 v5 = 73472674227045146LL;    __int64 v6 = 202114575;    __int64 v7 = 7173;    int i;    for ( i = 0; i <= 7; ++i ){        v1[i] = *((char *)&v2 + i) ^ *((char *)&v8 + i);        printf(""%c"",v1[i]);    }    for ( i = 0; i <= 7; ++i ){        v1[i] = *((char *)&v3 + i) ^ *((char *)&v9 + i);        printf(""%c"",v1[i]);    }    for ( i = 0; i <= 7; ++i ){        v1[i] = *((char *)&v4 + i) ^ *((char *)&v10 + i);        printf(""%c"",v1[i]);    }    for ( i = 0; i <= 7; ++i ){        v1[i] = *((char *)&v5 + i) ^ *((char *)&v11 + i);        printf(""%c"",v1[i]);    }    for ( i = 0; i <= 3; ++i ){        v1[i] = *((char *)&v6 + i) ^ *((char *)&v12 + i);        printf(""%c"",v1[i]);    }    for ( i = 0; i <= 1; ++i ){        v1[i] = *((char *)&v7 + i) ^ *((char *)&v13 + i);        printf(""%c"",v1[i]);    }   return 0;}",
7140-bin,39,本文标题:SHACTF-2017-Growing Up-writeup,
7140-bin,40,文章目录,
7140-bin,41,Deleted File (3)4,
7140-bin,42,Wanna Buy A Flag? (2)5.3,
7140-bin,43,Captured Mail (4)6,
7140-bin,44,Find The Flag (1)8.2,
7140-bin,45,Flip A Coin (4)8.4,
7140-bin,46,Jump Around (4),
7140-bin,47,hexo-inject:begin  Begin: Injected MathJax,
7140-bin,48,End: Injected MathJax,
